0.007554,0.007366,0.007412,0.007648,0.00756,0.007525,0.00762,0.007667,0.007648,0.007637,0.007672,0.007677,0.007703,0.007634,0.007819,0.008045,0.00788,0.007972,0.007942,0.008029,0.007928,0.007841,0.008247,0.007974,0.008044,0.008088,0.007968,0.008248,0.008129,0.008108,0.008048,0.008214,0.008093,0.008268,0.008368,0.008364,0.008426,0.008368,0.008443,0.008596,0.008402,0.008591,0.008579,0.008639,0.008451,0.008566,0.008824,0.008843,0.008859,0.009012,0.008961,0.00907,0.009195,0.009093,0.009061,0.009271,0.009344,0.009197,0.009471,0.009594,0.009509,0.009716,0.009713,0.009787,0.009573,0.009799,0.009944,0.009818,0.010095,0.010159,0.010079,0.010144,0.010243,0.010447,0.010369,0.010666,0.010793,0.01092,0.011164,0.011221,0.011251,0.011378,0.011454,0.011832,0.011877,0.012258,0.012489,0.012432,0.012854,0.013147,0.01363,0.013949,0.014203,0.014832,0.01553,0.01628,0.017591,0.018946,0.02162,0.031492
0.008886,0.008753,0.008721,0.008733,0.008819,0.008886,0.008803,0.008911,0.008742,0.008896,0.008956,0.008853,0.009036,0.008772,0.008932,0.008884,0.009003,0.009093,0.008995,0.008947,0.008952,0.008932,0.0089,0.009028,0.009123,0.009263,0.0091,0.009183,0.009105,0.009208,0.009052,0.009136,0.009237,0.009276,0.009234,0.009184,0.009113,0.009286,0.009359,0.009207,0.009485,0.009486,0.009325,0.00943,0.009239,0.009429,0.009569,0.009429,0.009496,0.009579,0.009494,0.009444,0.009666,0.00949,0.009575,0.009694,0.009614,0.009876,0.009827,0.009761,0.009794,0.009846,0.009981,0.009834,0.010022,0.009716,0.010098,0.010113,0.009936,0.010032,0.010135,0.010266,0.010322,0.010267,0.010315,0.010443,0.010582,0.010462,0.01068,0.010671,0.010748,0.010757,0.01096,0.010923,0.011111,0.011359,0.011266,0.011411,0.0113,0.01152,0.01203,0.01183,0.012032,0.012194,0.012629,0.01306,0.013343,0.013948,0.014806,0.017851
0.009333,0.009183,0.009462,0.009356,0.009333,0.009202,0.009238,0.009618,0.009538,0.00955,0.009492,0.009511,0.009327,0.009348,0.009294,0.009433,0.009581,0.009558,0.009534,0.00955,0.009458,0.009605,0.009701,0.009571,0.009509,0.009745,0.009765,0.009681,0.009626,0.009758,0.009387,0.009512,0.009595,0.009673,0.009538,0.009736,0.009645,0.009744,0.009689,0.009749,0.009769,0.009735,0.009669,0.009893,0.009733,0.009817,0.009924,0.009843,0.009676,0.009752,0.009722,0.009935,0.009757,0.009926,0.010056,0.009883,0.010057,0.009913,0.00987,0.010067,0.009888,0.009922,0.010054,0.009902,0.009877,0.009786,0.009954,0.009739,0.01006,0.01,0.010111,0.010232,0.010061,0.010133,0.010393,0.010323,0.009963,0.010313,0.010298,0.010289,0.01042,0.01047,0.01037,0.010301,0.010473,0.010403,0.010803,0.010748,0.01061,0.010859,0.010891,0.010836,0.010866,0.011387,0.011171,0.011167,0.011632,0.011651,0.012226,0.013293
0.009719,0.009739,0.009611,0.009748,0.009709,0.00971,0.009528,0.009546,0.009689,0.009725,0.009808,0.009554,0.009659,0.009778,0.009736,0.009655,0.009758,0.009808,0.009687,0.009788,0.009711,0.009779,0.009725,0.009824,0.009864,0.00973,0.009979,0.00955,0.009589,0.009691,0.009685,0.009846,0.009695,0.009825,0.009707,0.009734,0.009837,0.00994,0.009769,0.009863,0.009812,0.009755,0.009928,0.009797,0.009699,0.009929,0.009877,0.009942,0.009902,0.00981,0.009721,0.00984,0.010011,0.009874,0.010167,0.010149,0.010072,0.010021,0.010211,0.010053,0.010037,0.010063,0.009974,0.010196,0.009932,0.01013,0.009949,0.009865,0.010052,0.009856,0.009986,0.009899,0.009935,0.010155,0.01014,0.010291,0.010219,0.010353,0.010369,0.010345,0.010081,0.010255,0.010284,0.010343,0.010305,0.010223,0.010467,0.010326,0.010226,0.010461,0.010337,0.010425,0.01053,0.01066,0.010523,0.010676,0.010649,0.011012,0.011023,0.01158
0.00976,0.009735,0.010076,0.009894,0.009874,0.009778,0.009894,0.009774,0.010036,0.009789,0.009829,0.009892,0.009889,0.00999,0.009653,0.009822,0.009592,0.009964,0.009898,0.009844,0.009999,0.009884,0.009815,0.009914,0.0098,0.009772,0.009878,0.009907,0.009994,0.009888,0.009973,0.00993,0.009928,0.010085,0.009956,0.009777,0.009865,0.01009,0.009967,0.009847,0.010044,0.010145,0.009911,0.009851,0.009843,0.010001,0.010065,0.010128,0.009865,0.010019,0.010119,0.009864,0.009924,0.009974,0.009972,0.009813,0.010024,0.00995,0.009824,0.009952,0.010035,0.009879,0.010118,0.010144,0.010055,0.009913,0.010009,0.009947,0.01006,0.010138,0.010051,0.009951,0.01001,0.010063,0.00991,0.010047,0.01019,0.010044,0.010276,0.009926,0.01008,0.010041,0.009982,0.010142,0.010089,0.009959,0.010077,0.010002,0.010275,0.010301,0.010332,0.010199,0.010252,0.010168,0.010306,0.01051,0.010291,0.010459,0.010546,0.010683
0.009891,0.010015,0.009927,0.010013,0.010007,0.009893,0.009899,0.009903,0.009909,0.01015,0.009808,0.009931,0.009905,0.009851,0.009854,0.009997,0.01,0.009709,0.009954,0.009833,0.010028,0.009881,0.010014,0.00996,0.009807,0.009968,0.009944,0.010029,0.009828,0.009963,0.009979,0.009811,0.009949,0.00986,0.009956,0.009942,0.009981,0.009949,0.010051,0.010146,0.009788,0.009995,0.010016,0.01004,0.009833,0.009977,0.010053,0.010012,0.010027,0.009857,0.010039,0.009956,0.009973,0.010067,0.009932,0.009975,0.009973,0.01005,0.009948,0.00994,0.010017,0.0099,0.010052,0.010021,0.00996,0.010064,0.00999,0.009998,0.009905,0.01006,0.010229,0.010001,0.010173,0.010114,0.00992,0.009981,0.010065,0.009949,0.010079,0.010073,0.010212,0.010068,0.009932,0.010054,0.00991,0.009985,0.010067,0.010117,0.010007,0.010007,0.010305,0.010232,0.010223,0.010132,0.010154,0.010195,0.010069,0.010227,0.010289,0.010318
0.009858,0.009823,0.010053,0.010124,0.010066,0.009919,0.009868,0.010085,0.010006,0.009882,0.009992,0.009935,0.009971,0.009708,0.010017,0.009981,0.009958,0.00989,0.009986,0.009874,0.010032,0.009908,0.009937,0.009898,0.00998,0.009832,0.010088,0.009982,0.009924,0.010022,0.009935,0.009849,0.010139,0.009935,0.00998,0.010047,0.009918,0.010134,0.009951,0.009927,0.009912,0.010002,0.009984,0.009912,0.010101,0.009855,0.009929,0.0098,0.010122,0.009997,0.009992,0.009866,0.010075,0.010124,0.009976,0.009843,0.009878,0.009882,0.010073,0.009832,0.010147,0.010049,0.009957,0.010153,0.009868,0.010013,0.00999,0.010155,0.009897,0.010019,0.01007,0.009942,0.00998,0.010082,0.010041,0.010042,0.010087,0.010129,0.010015,0.009984,0.010034,0.010184,0.01003,0.010093,0.01011,0.009998,0.010039,0.009823,0.010145,0.009991,0.0101,0.010266,0.010145,0.009975,0.010128,0.009997,0.01023,0.01012,0.010232,0.010171
0.010081,0.00985,0.009965,0.010079,0.00988,0.009992,0.009996,0.010029,0.00983,0.009875,0.010132,0.009879,0.010091,0.010001,0.00996,0.009949,0.009957,0.01008,0.009945,0.009847,0.01009,0.010187,0.009955,0.009934,0.009949,0.009898,0.009746,0.010032,0.009901,0.010081,0.009792,0.00976,0.010019,0.009979,0.010008,0.009979,0.009931,0.010012,0.010032,0.010056,0.009777,0.009879,0.010047,0.009759,0.009974,0.009987,0.010033,0.009981,0.009898,0.010023,0.01009,0.010043,0.009967,0.010306,0.010175,0.010063,0.010157,0.009888,0.009989,0.010042,0.010232,0.009838,0.010019,0.009909,0.010032,0.009929,0.010013,0.00995,0.010052,0.009988,0.010035,0.01007,0.010022,0.010067,0.010084,0.010061,0.010164,0.009947,0.010164,0.010007,0.009989,0.00999,0.009904,0.010138,0.009959,0.009958,0.009949,0.010104,0.010067,0.010092,0.009997,0.010133,0.01001,0.010025,0.010077,0.010079,0.01006,0.01008,0.010007,0.009962
0.009839,0.009952,0.010186,0.009812,0.009851,0.009916,0.010017,0.010142,0.009999,0.00989,0.010087,0.009911,0.01006,0.010148,0.009967,0.009916,0.009942,0.009922,0.009881,0.009824,0.009998,0.009969,0.009924,0.010041,0.010031,0.010002,0.010112,0.010039,0.009948,0.010092,0.009977,0.010342,0.010195,0.010141,0.00994,0.00983,0.010088,0.009887,0.009975,0.009865,0.009907,0.009988,0.010016,0.010029,0.009991,0.009899,0.01002,0.010076,0.009966,0.009815,0.009943,0.009966,0.010152,0.009993,0.010062,0.010008,0.010145,0.009816,0.010068,0.010012,0.010045,0.009973,0.010258,0.010018,0.009901,0.009957,0.010067,0.010056,0.010081,0.010082,0.009973,0.010129,0.010015,0.00978,0.010209,0.010011,0.010075,0.010234,0.010081,0.009777,0.010202,0.009949,0.010024,0.009883,0.010227,0.009925,0.010146,0.009868,0.009838,0.009901,0.010024,0.010019,0.00999,0.009963,0.009971,0.009868,0.009927,0.010136,0.010061,0.009826
0.010054,0.009929,0.009981,0.010077,0.010353,0.010022,0.010098,0.010063,0.010245,0.010048,0.009909,0.010002,0.00995,0.010053,0.010158,0.009762,0.009955,0.010038,0.010044,0.009962,0.009863,0.009942,0.010022,0.009972,0.010028,0.009933,0.009973,0.010037,0.010059,0.009859,0.0101,0.009946,0.010056,0.009986,0.00997,0.010109,0.009947,0.01012,0.010098,0.009941,0.009845,0.009915,0.010006,0.009985,0.010032,0.009995,0.009852,0.009981,0.009792,0.010068,0.010197,0.010013,0.009947,0.010032,0.010154,0.009976,0.009993,0.009862,0.01003,0.00995,0.010107,0.009993,0.010062,0.009916,0.00993,0.009996,0.009945,0.009834,0.009949,0.010043,0.00995,0.010312,0.009998,0.010084,0.00979,0.010068,0.009895,0.01007,0.009942,0.009848,0.010103,0.009953,0.010169,0.010022,0.010101,0.010164,0.009902,0.009994,0.010008,0.009905,0.009728,0.010056,0.009913,0.009879,0.01015,0.010016,0.009983,0.010061,0.010021,0.009851
